Year,ID2,Latitude,Longitude,TopDepth,BottomDepth,BulkDensity,Notes
1998.0,65.0,46.77925399993134,-117.07912199999382,1,2,1.2170142797838461,
1998.0,65.0,46.77925399993134,-117.07912199999382,2,3,1.5364418149060513,
1998.0,65.0,46.77925399993134,-117.07912199999382,3,4,1.6663153051158808,
1998.0,65.0,46.77925399993134,-117.07912199999382,4,5,1.6818703231200702,
1998.0,67.0,46.779270999928244,-117.07828600000069,0,1,1.3030507193575276,
1998.0,67.0,46.779270999928244,-117.07828600000069,1,2,1.2539006334975673,
1998.0,67.0,46.779270999928244,-117.07828600000069,2,3,1.5655007468302418,
1998.0,67.0,46.779270999928244,-117.07828600000069,3,4,1.6302490888369845,
1998.0,67.0,46.779270999928244,-117.07828600000069,4,5,1.6824554547021409,
1998.0,69.0,46.779413999934256,-117.08781300000162,0,1,1.4754862605544001,
1998.0,69.0,46.779413999934256,-117.08781300000162,1,2,1.423715126335901,
1998.0,69.0,46.779413999934256,-117.08781300000162,2,3,1.5504160849762803,
1998.0,69.0,46.779413999934256,-117.08781300000162,3,4,1.6751852011449002,
1998.0,69.0,46.779413999934256,-117.08781300000162,4,5,1.6976784076938687,
1998.0,71.0,46.77956399992798,-117.08697699999722,0,1,1.4662664082994445,
1998.0,71.0,46.77956399992798,-117.08697699999722,1,2,1.4373985025148914,
1998.0,71.0,46.77956399992798,-117.08697699999722,2,3,1.3943861700492262,
1998.0,71.0,46.77956399992798,-117.08697699999722,3,4,1.325842959974495,
1998.0,71.0,46.77956399992798,-117.08697699999722,4,5,1.3158001119842626,
1998.0,73.0,46.77963696740592,-117.08617245559854,0,1,1.2181590880979478,
1998.0,73.0,46.77963696740592,-117.08617245559854,1,2,1.3352310750983607,
1998.0,73.0,46.77963696740592,-117.08617245559854,2,3,1.3586692867184338,
1998.0,73.0,46.77963696740592,-117.08617245559854,3,4,1.3299297434437674,
1998.0,73.0,46.77963696740592,-117.08617245559854,4,5,1.39425196,
1998.0,75.0,46.77964199992856,-117.0853049999993,0,1,1.1849344844566891,
1998.0,75.0,46.77964199992856,-117.0853049999993,1,2,1.1683213552723135,
1998.0,75.0,46.77964199992856,-117.0853049999993,2,3,1.4475405359981348,
1998.0,75.0,46.77964199992856,-117.0853049999993,3,4,1.5693609601064105,
1998.0,75.0,46.77964199992856,-117.0853049999993,4,5,1.5520955172488813,
1998.0,77.0,46.77957899993358,-117.0844690000058,0,1,1.1385201422637765,
1998.0,77.0,46.77957899993358,-117.0844690000058,1,2,1.171829831340096,
1998.0,77.0,46.77957899993358,-117.0844690000058,2,3,1.3999537020529775,
1998.0,77.0,46.77957899993358,-117.0844690000058,3,4,1.507560823594639,
1998.0,77.0,46.77957899993358,-117.0844690000058,4,5,1.5771714847183695,
1998.0,79.0,46.77959499993054,-117.08363299999655,0,1,1.216237925755478,
1998.0,79.0,46.77959499993054,-117.08363299999655,1,2,1.3187813179191075,
1998.0,79.0,46.77959499993054,-117.08363299999655,2,3,1.5765452218013396,
1998.0,79.0,46.77959499993054,-117.08363299999655,3,4,1.677414958826009,
1998.0,79.0,46.77959499993054,-117.08363299999655,4,5,1.6782052207543081,
1998.0,81.0,46.779584999929135,-117.08279699999753,0,1,1.1900831748603564,
1998.0,81.0,46.779584999929135,-117.08279699999753,1,2,1.3191698772273637,
1998.0,81.0,46.779584999929135,-117.08279699999753,2,3,1.459313406476672,
1998.0,81.0,46.779584999929135,-117.08279699999753,3,4,1.5580013234703831,
1998.0,81.0,46.779584999929135,-117.08279699999753,4,5,1.5650227439500466,
1998.0,83.0,46.77942399993122,-117.08196100000237,0,1,1.222386176860784,
1998.0,83.0,46.77942399993122,-117.08196100000237,1,2,1.4108068229657456,
1998.0,83.0,46.77942399993122,-117.08196100000237,2,3,1.5737333289502942,
1998.0,83.0,46.77942399993122,-117.08196100000237,3,4,1.6079962096221556,
1998.0,83.0,46.77942399993122,-117.08196100000237,4,5,1.6508439486130688,
1998.0,85.0,46.77956499992903,-117.08112500000126,0,1,1.2515316901084923,
1998.0,85.0,46.77956499992903,-117.08112500000126,1,2,1.2555873209317492,
1998.0,85.0,46.77956499992903,-117.08112500000126,2,3,1.4412692949677364,
1998.0,85.0,46.77956499992903,-117.08112500000126,3,4,1.598677513343664,
1998.0,85.0,46.77956499992903,-117.08112500000126,4,5,1.6297347255911527,
1998.0,87.0,46.779683999931706,-117.08028899999346,0,1,1.2809005173747514,
1998.0,87.0,46.779683999931706,-117.08028899999346,1,2,1.3759152886996624,
1998.0,87.0,46.779683999931706,-117.08028899999346,2,3,1.5604412570462982,
1998.0,87.0,46.779683999931706,-117.08028899999346,3,4,1.6442331606488074,
1998.0,87.0,46.779683999931706,-117.08028899999346,4,5,1.7137847399300492,
1998.0,89.0,46.779606714350294,-117.07944701867667,0,1,1.3096094059230783,
1998.0,89.0,46.779606714350294,-117.07944701867667,1,2,1.280997008715001,
1998.0,89.0,46.779606714350294,-117.07944701867667,2,3,1.5340831976005802,
1998.0,89.0,46.779606714350294,-117.07944701867667,3,4,1.6487496122823715,
1998.0,89.0,46.779606714350294,-117.07944701867667,4,5,1.6841171150793328,
1998.0,91.0,46.7795519999343,-117.07861699999664,0,1,1.3033942465870303,
1998.0,91.0,46.7795519999343,-117.07861699999664,1,2,1.2739443016077814,
1998.0,91.0,46.7795519999343,-117.07861699999664,2,3,1.52217294946325,
1998.0,91.0,46.7795519999343,-117.07861699999664,3,4,1.6242337943991298,
1998.0,91.0,46.7795519999343,-117.07861699999664,4,5,1.7006511074883848,
1998.0,93.0,46.77949399993123,-117.07778100000496,0,1,1.3136635494835722,
1998.0,93.0,46.77949399993123,-117.07778100000496,1,2,1.374755043494285,
1998.0,93.0,46.77949399993123,-117.07778100000496,2,3,1.5715319946094009,
1998.0,93.0,46.77949399993123,-117.07778100000496,3,4,1.6560303770790736,
1998.0,93.0,46.77949399993123,-117.07778100000496,4,5,1.7143963984515154,
1998.0,95.0,46.77971682001114,-117.08807304254276,0,1,1.4018994518031505,
1998.0,95.0,46.77971682001114,-117.08807304254276,1,2,1.3430992244890667,
1998.0,95.0,46.77971682001114,-117.08807304254276,2,3,1.484609263897704,
1998.0,95.0,46.77971682001114,-117.08807304254276,3,4,1.5787478846512724,
1998.0,95.0,46.77971682001114,-117.08807304254276,4,5,1.6674050645040825,
1998.0,97.0,46.77987299993621,-117.08724500000507,0,1,1.4678416690268707,
1998.0,97.0,46.77987299993621,-117.08724500000507,1,2,1.4518599790199234,
1998.0,97.0,46.77987299993621,-117.08724500000507,2,3,1.6407933202159404,
1998.0,97.0,46.77987299993621,-117.08724500000507,3,4,1.642941482551084,
1998.0,97.0,46.77987299993621,-117.08724500000507,4,5,1.645919136235734,
1998.0,99.0,46.77993499993081,-117.08640899999394,0,1,1.403752080681358,
1998.0,99.0,46.77993499993081,-117.08640899999394,1,2,1.4053381842507955,
1998.0,99.0,46.77993499993081,-117.08640899999394,2,3,1.3926398614525102,
1998.0,99.0,46.77993499993081,-117.08640899999394,3,4,1.3672527287048095,
1998.0,99.0,46.77993499993081,-117.08640899999394,4,5,1.265578356915177,
1998.0,101.0,46.77980999993464,-117.08557299999924,0,1,1.1980027762595067,
1998.0,101.0,46.77980999993464,-117.08557299999924,1,2,1.2115313562974497,
1998.0,101.0,46.77980999993464,-117.08557299999924,2,3,1.4118658302521556,
1998.0,101.0,46.77980999993464,-117.08557299999924,3,4,1.5523583731081212,
1998.0,101.0,46.77980999993464,-117.08557299999924,4,5,1.6001354411876916,
1998.0,103.0,46.779775999927644,-117.08473700000131,0,1,1.263032524675522,
1998.0,103.0,46.779775999927644,-117.08473700000131,1,2,1.200017323081323,
1998.0,103.0,46.779775999927644,-117.08473700000131,2,3,1.5065686367014985,
1998.0,103.0,46.779775999927644,-117.08473700000131,3,4,1.6036369637715495,
1998.0,103.0,46.779775999927644,-117.08473700000131,4,5,1.651740481764364,
1998.0,105.0,46.77981799992982,-117.08390099999663,0,1,1.286800177997532,
1998.0,105.0,46.77981799992982,-117.08390099999663,1,2,1.3005719249409466,
1998.0,105.0,46.77981799992982,-117.08390099999663,2,3,1.546585449772022,
1998.0,105.0,46.77981799992982,-117.08390099999663,3,4,1.6719627709843683,
1998.0,105.0,46.77981799992982,-117.08390099999663,4,5,1.6500960687890824,
1998.0,107.0,46.77980199992818,-117.08306500000162,0,1,1.4362991220323402,
1998.0,107.0,46.77980199992818,-117.08306500000162,1,2,1.556142799354725,
1998.0,107.0,46.77980199992818,-117.08306500000162,2,3,1.6028785113947905,
1998.0,107.0,46.77980199992818,-117.08306500000162,3,4,1.6246565285239418,
1998.0,107.0,46.77980199992818,-117.08306500000162,4,5,1.671037040432609,
1998.0,109.0,46.77987976506426,-117.08219347622592,0,1,1.1658814388101015,
1998.0,109.0,46.77987976506426,-117.08219347622592,1,2,1.2055791559872868,
1998.0,109.0,46.77987976506426,-117.08219347622592,2,3,1.4575091532391826,
1998.0,109.0,46.77987976506426,-117.08219347622592,3,4,1.5862139910613091,
1998.0,109.0,46.77987976506426,-117.08219347622592,4,5,1.658443607589165,
1998.0,111.0,46.77984899993028,-117.08139300000437,0,1,1.3568929105982706,
1998.0,111.0,46.77984899993028,-117.08139300000437,1,2,1.5418590154746936,
1998.0,111.0,46.77984899993028,-117.08139300000437,2,3,1.655935310360086,
1998.0,111.0,46.77984899993028,-117.08139300000437,3,4,1.6791275824926692,
1998.0,111.0,46.77984899993028,-117.08139300000437,4,5,1.6780442285779482,
1998.0,115.0,46.77992462609662,-117.07970308597766,0,1,1.336791020107588,
1998.0,115.0,46.77992462609662,-117.07970308597766,1,2,1.4445081067284435,
1998.0,115.0,46.77992462609662,-117.07970308597766,2,3,1.6236427017090378,
1998.0,115.0,46.77992462609662,-117.07970308597766,3,4,1.7334697243531323,
1998.0,115.0,46.77992462609662,-117.07970308597766,4,5,1.7331908145994726,
1998.0,117.0,46.779825999929066,-117.0788850000052,0,1,1.2539066958366718,
1998.0,117.0,46.779825999929066,-117.0788850000052,1,2,1.3349640821690583,
1998.0,117.0,46.779825999929066,-117.0788850000052,2,3,1.5369051749862233,
1998.0,117.0,46.779825999929066,-117.0788850000052,3,4,1.698936890364124,
1998.0,117.0,46.779825999929066,-117.0788850000052,4,5,1.7582484149446092,
1998.0,119.0,46.77982663395906,-117.07801915998616,0,1,1.3092182552311054,
1998.0,119.0,46.77982663395906,-117.07801915998616,1,2,1.2887268338565971,
1998.0,119.0,46.77982663395906,-117.07801915998616,2,3,1.5222321334047277,
1998.0,119.0,46.77982663395906,-117.07801915998616,3,4,1.6688151942410174,
1998.0,119.0,46.77982663395906,-117.07801915998616,4,5,1.7630824056373604,
1998.0,121.0,46.779943999930865,-117.07721300000095,0,1,1.5571180226977857,
1998.0,121.0,46.779943999930865,-117.07721300000095,1,2,1.5834024914505376,
1998.0,121.0,46.779943999930865,-117.07721300000095,2,3,1.6174143126932918,
1998.0,121.0,46.779943999930865,-117.07721300000095,3,4,1.6100267984491632,
1998.0,121.0,46.779943999930865,-117.07721300000095,4,5,1.6049836318444326,
1998.0,123.0,46.780158999931146,-117.08728099999418,0,1,1.47814686256264,
1998.0,123.0,46.780158999931146,-117.08728099999418,1,2,1.2595914407568423,
1998.0,123.0,46.780158999931146,-117.08728099999418,2,3,1.2377477216781605,
1998.0,123.0,46.780158999931146,-117.08728099999418,3,4,1.3029300382270281,
1998.0,123.0,46.780158999931146,-117.08728099999418,4,5,1.6215657606679559,
1998.0,125.0,46.78022099993324,-117.08644499999964,0,1,1.3352992107954074,
1998.0,125.0,46.78022099993324,-117.08644499999964,1,2,1.3082955534468756,
1998.0,125.0,46.78022099993324,-117.08644499999964,2,3,1.5065973320572583,
1998.0,125.0,46.78022099993324,-117.08644499999964,3,4,1.5958695143441242,
1998.0,125.0,46.78022099993324,-117.08644499999964,4,5,1.657901802854764,
1998.0,127.0,46.78008881523756,-117.08559327501136,0,1,1.2412812092450216,
1998.0,127.0,46.78008881523756,-117.08559327501136,1,2,1.3297744116899208,
1998.0,127.0,46.78008881523756,-117.08559327501136,2,3,1.4109869097174914,
1998.0,127.0,46.78008881523756,-117.08559327501136,3,4,1.557047681440244,
1998.0,127.0,46.78008881523756,-117.08559327501136,4,5,1.5950681739432535,
1998.0,129.0,46.78006199993227,-117.08477299999343,0,1,1.2633349074426574,
1998.0,129.0,46.78006199993227,-117.08477299999343,1,2,1.2766953300077224,
1998.0,129.0,46.78006199993227,-117.08477299999343,2,3,1.5619871218297594,
1998.0,129.0,46.78006199993227,-117.08477299999343,3,4,1.6341335772201204,
1998.0,129.0,46.78006199993227,-117.08477299999343,4,5,1.6650157984093972,
1998.0,131.0,46.78010399993395,-117.08393700000492,0,1,1.2395231568329128,
1998.0,131.0,46.78010399993395,-117.08393700000492,1,2,1.251745314839401,
1998.0,131.0,46.78010399993395,-117.08393700000492,2,3,1.374544233319643,
1998.0,131.0,46.78010399993395,-117.08393700000492,3,4,1.5771175251219673,
1998.0,131.0,46.78010399993395,-117.08393700000492,4,5,1.628666604616774,
1998.0,133.0,46.78008799993472,-117.08310100000013,0,1,1.4195669506549853,
1998.0,133.0,46.78008799993472,-117.08310100000013,1,2,1.2909884041281003,
1998.0,133.0,46.78008799993472,-117.08310100000013,2,3,1.3080961951218115,
1998.0,133.0,46.78008799993472,-117.08310100000013,3,4,1.6010697684893231,
1998.0,133.0,46.78008799993472,-117.08310100000013,4,5,1.6671297764544222,
1998.0,135.0,46.78019399993446,-117.0822650000032,0,1,1.189457432558611,
1998.0,135.0,46.78019399993446,-117.0822650000032,1,2,1.2730959264046995,
1998.0,135.0,46.78019399993446,-117.0822650000032,2,3,1.507542224074101,
1998.0,135.0,46.78019399993446,-117.0822650000032,3,4,1.6166419981242721,
1998.0,135.0,46.78019399993446,-117.0822650000032,4,5,1.6150792123511126,
1998.0,137.0,46.780147272678136,-117.08145287173772,0,1,1.276911563436048,
1998.0,137.0,46.780147272678136,-117.08145287173772,1,2,1.196419033543349,
1998.0,137.0,46.780147272678136,-117.08145287173772,2,3,1.423899128479384,
1998.0,137.0,46.780147272678136,-117.08145287173772,3,4,1.5644774816173306,
1998.0,137.0,46.780147272678136,-117.08145287173772,4,5,1.6647154419131358,
1998.0,139.0,46.779992999929625,-117.08059299999658,0,1,1.4800926915303978,
1998.0,139.0,46.779992999929625,-117.08059299999658,1,2,1.5460624525641702,
1998.0,139.0,46.779992999929625,-117.08059299999658,2,3,1.5754885587114544,
1998.0,139.0,46.779992999929625,-117.08059299999658,3,4,1.5961768858578749,
1998.0,139.0,46.779992999929625,-117.08059299999658,4,5,1.5816346743159384,
1998.0,141.0,46.78022699993228,-117.07975700000412,0,1,1.4808918780637599,
1998.0,141.0,46.78022699993228,-117.07975700000412,1,2,1.6012385681857966,
1998.0,141.0,46.78022699993228,-117.07975700000412,2,3,1.5978822495260985,
1998.0,141.0,46.78022699993228,-117.07975700000412,3,4,1.6387819559410084,
1998.0,141.0,46.78022699993228,-117.07975700000412,4,5,1.6547537474054437,
1998.0,143.0,46.780103819119184,-117.07890309813091,0,1,1.36940607230514,
1998.0,143.0,46.780103819119184,-117.07890309813091,1,2,1.4509348372396405,
1998.0,143.0,46.780103819119184,-117.07890309813091,2,3,1.6420856444286451,
1998.0,143.0,46.780103819119184,-117.07890309813091,3,4,1.63216520706611,
