,BottomDepth,BottomDepthFt,BottomDepthWeighted,BulkDensity,BulkDensityPerIncrement,BulkDensityWeighted,DepthIncrementBottom,DepthIncrementTop,ID2,Latitude,Longitude,Notes,TopDepth,TopDepthFt,TopDepthWeighted,Weight,Year
331,46.0,1.5091864000000002,1.5091864000000002,1.3120284287436303,1.3759152886996624,0.6680670323296258,2,1,87.0,46.779683999931706,-117.08028899999346,,30.0,0.984252,1.0,0.5091864000000002,1998.0
332,74.0,2.4278216,2.0,1.4421936481997175,1.3759152886996624,0.7078482563700367,2,1,87.0,46.779683999931706,-117.08028899999346,,46.0,1.5091864000000002,1.5091864000000002,0.49081359999999985,1998.0
332,74.0,2.4278216,2.4278216,1.4421936481997175,1.5604412570462982,0.6170015940826404,3,2,87.0,46.779683999931706,-117.08028899999346,,46.0,1.5091864000000002,2.0,0.42782160000000014,1998.0
333,102.0,3.3464568000000003,3.0,1.6488557816297469,1.5604412570462982,0.9434396629636578,3,2,87.0,46.779683999931706,-117.08028899999346,,74.0,2.4278216,2.4278216,0.5721783999999999,1998.0
333,102.0,3.3464568000000003,3.3464568000000003,1.6488557816297469,1.6442331606488074,0.5712572977649415,4,3,87.0,46.779683999931706,-117.08028899999346,,74.0,2.4278216,3.0,0.34645680000000034,1998.0
334,125.0,4.10105,4.0,1.6417826134276456,1.6442331606488074,1.072975862883866,4,3,87.0,46.779683999931706,-117.08028899999346,,102.0,3.3464568000000003,3.3464568000000003,0.6535431999999997,1998.0
334,125.0,4.10105,4.10105,1.6417826134276456,1.7137847399300492,0.16590213308686336,5,4,87.0,46.779683999931706,-117.08028899999346,,102.0,3.3464568000000003,4.0,0.10104999999999986,1998.0
335,153.0,5.0196852000000005,5.0,1.7218784213172986,1.7137847399300492,1.547882606843186,5,4,87.0,46.779683999931706,-117.08028899999346,,125.0,4.10105,4.10105,0.8989500000000001,1998.0
336,10.0,0.32808400000000004,0.32808400000000004,1.308054752040022,1.3096094059230783,0.42915183526829864,1,0,89.0,46.779606714350294,-117.07944701867667,,0.0,0.0,0.0,0.32808400000000004,1998.0
337,20.0,0.6561680000000001,0.6561680000000001,1.308054752040022,1.3096094059230783,0.42915183526829864,1,0,89.0,46.779606714350294,-117.07944701867667,,10.0,0.32808400000000004,0.32808400000000004,0.32808400000000004,1998.0
338,30.0,0.984252,0.984252,1.308054752040022,1.3096094059230783,0.42915183526829853,1,0,89.0,46.779606714350294,-117.07944701867667,,20.0,0.6561680000000001,0.6561680000000001,0.32808399999999993,1998.0
339,32.0,1.0498688,1.0,1.4067754710555391,1.3096094059230783,0.022153900118182607,1,0,89.0,46.779606714350294,-117.07944701867667,,30.0,0.984252,0.984252,0.015747999999999984,1998.0
339,32.0,1.0498688,1.0498688,1.4067754710555391,1.280997008715001,0.07015420461097453,2,1,89.0,46.779606714350294,-117.07944701867667,,30.0,0.984252,1.0,0.049868800000000046,1998.0
340,48.0,1.5748032,1.5748032,1.2515475585055376,1.280997008715001,0.6569803666955693,2,1,89.0,46.779606714350294,-117.07944701867667,,32.0,1.0498688,1.0498688,0.5249344,1998.0
341,70.0,2.2965880000000003,2.0,1.3026025534727859,1.280997008715001,0.5538624374084573,2,1,89.0,46.779606714350294,-117.07944701867667,,48.0,1.5748032,1.5748032,0.42519679999999993,1998.0
341,70.0,2.2965880000000003,2.2965880000000003,1.3026025534727859,1.5340831976005802,0.386336286129387,3,2,89.0,46.779606714350294,-117.07944701867667,,48.0,1.5748032,2.0,0.2965880000000003,1998.0
342,112.0,3.6745408,3.0,1.6316851453645853,1.5340831976005802,1.1477469114711931,3,2,89.0,46.779606714350294,-117.07944701867667,,70.0,2.2965880000000003,2.2965880000000003,0.7034119999999997,1998.0
342,112.0,3.6745408,3.6745408,1.6316851453645853,1.6487496122823715,1.1006382033023436,4,3,89.0,46.779606714350294,-117.07944701867667,,70.0,2.2965880000000003,3.0,0.6745407999999999,1998.0
343,153.0,5.0196852000000005,4.0,1.6841171150793328,1.6487496122823715,0.5481114089800277,4,3,89.0,46.779606714350294,-117.07944701867667,,112.0,3.6745408,3.6745408,0.32545920000000006,1998.0
343,153.0,5.0196852000000005,5.0,1.6841171150793328,1.6841171150793328,1.6841171150793328,5,4,89.0,46.779606714350294,-117.07944701867667,,112.0,3.6745408,4.0,1.0,1998.0
344,10.0,0.32808400000000004,0.32808400000000004,1.2975490539829138,1.3033942465870303,0.42570508382693034,1,0,91.0,46.7795519999343,-117.07861699999664,,0.0,0.0,0.0,0.32808400000000004,1998.0
345,20.0,0.6561680000000001,0.6561680000000001,1.2975490539829138,1.3033942465870303,0.42570508382693034,1,0,91.0,46.7795519999343,-117.07861699999664,,10.0,0.32808400000000004,0.32808400000000004,0.32808400000000004,1998.0
346,30.0,0.984252,0.984252,1.3210639142744414,1.3033942465870303,0.43341993325081574,1,0,91.0,46.7795519999343,-117.07861699999664,,20.0,0.6561680000000001,0.6561680000000001,0.32808399999999993,1998.0
347,37.0,1.2139108,1.0,1.178825608480679,1.3033942465870303,0.018564145682353712,1,0,91.0,46.7795519999343,-117.07861699999664,,30.0,0.984252,0.984252,0.015747999999999984,1998.0
347,37.0,1.2139108,1.2139108,1.178825608480679,1.2739443016077814,0.2521635289705889,2,1,91.0,46.7795519999343,-117.07861699999664,,30.0,0.984252,1.0,0.21391080000000007,1998.0
348,55.0,1.804462,1.804462,1.233548882192082,1.2739443016077814,0.7284737726371925,2,1,91.0,46.7795519999343,-117.07861699999664,,37.0,1.2139108,1.2139108,0.5905511999999999,1998.0
349,86.0,2.8215224,2.0,1.5,1.2739443016077814,0.293307,2,1,91.0,46.7795519999343,-117.07861699999664,,55.0,1.804462,1.804462,0.195538,1998.0
349,86.0,2.8215224,2.8215224,1.5,1.52217294946325,1.2322836000000001,3,2,91.0,46.7795519999343,-117.07861699999664,,55.0,1.804462,2.0,0.8215224000000001,1998.0
350,125.0,4.10105,3.0,1.6242337943991298,1.52217294946325,0.28988934946324996,3,2,91.0,46.7795519999343,-117.07861699999664,,86.0,2.8215224,2.8215224,0.1784775999999999,1998.0
350,125.0,4.10105,4.0,1.6242337943991298,1.6242337943991298,1.6242337943991298,4,3,91.0,46.7795519999343,-117.07861699999664,,86.0,2.8215224,3.0,1.0,1998.0
350,125.0,4.10105,4.10105,1.6242337943991298,1.7006511074883848,0.16412882492403186,5,4,91.0,46.7795519999343,-117.07861699999664,,86.0,2.8215224,4.0,0.10104999999999986,1998.0
351,153.0,5.0196852000000005,5.0,1.7092410952381698,1.7006511074883848,1.536522282564353,5,4,91.0,46.7795519999343,-117.07861699999664,,125.0,4.10105,4.10105,0.8989500000000001,1998.0
352,10.0,0.32808400000000004,0.32808400000000004,1.3026369082096432,1.3136635494835722,0.42737432739305264,1,0,93.0,46.77949399993123,-117.07778100000496,,0.0,0.0,0.0,0.32808400000000004,1998.0
353,20.0,0.6561680000000001,0.6561680000000001,1.3026369082096432,1.3136635494835722,0.42737432739305264,1,0,93.0,46.77949399993123,-117.07778100000496,,10.0,0.32808400000000004,0.32808400000000004,0.32808400000000004,1998.0
354,30.0,0.984252,0.984252,1.3346691884402062,1.3136635494835722,0.43788360602021653,1,0,93.0,46.77949399993123,-117.07778100000496,,20.0,0.6561680000000001,0.6561680000000001,0.32808399999999993,1998.0
355,34.0,1.1154856,1.0,1.3354895019844015,1.3136635494835722,0.021031288677250334,1,0,93.0,46.77949399993123,-117.07778100000496,,30.0,0.984252,0.984252,0.015747999999999984,1998.0
355,34.0,1.1154856,1.1154856,1.3354895019844015,1.374755043494285,0.15422980643036976,2,1,93.0,46.77949399993123,-117.07778100000496,,30.0,0.984252,1.0,0.11548559999999997,1998.0
356,54.0,1.7716536,1.7716536,1.3224787875027737,1.374755043494285,0.8677682610381201,2,1,93.0,46.77949399993123,-117.07778100000496,,34.0,1.1154856,1.1154856,0.6561680000000001,1998.0
357,84.0,2.7559056,2.0,1.5448326578645215,1.374755043494285,0.3527569760257951,2,1,93.0,46.77949399993123,-117.07778100000496,,54.0,1.7716536,1.7716536,0.22834639999999995,1998.0
357,84.0,2.7559056,2.7559056,1.5448326578645215,1.5715319946094009,1.1677476571426761,3,2,93.0,46.77949399993123,-117.07778100000496,,54.0,1.7716536,2.0,0.7559056000000002,1998.0
358,121.0,3.9698164,3.0,1.6542138511441675,1.5715319946094009,0.4037843374667246,3,2,93.0,46.77949399993123,-117.07778100000496,,84.0,2.7559056,2.7559056,0.24409439999999982,1998.0
358,121.0,3.9698164,3.9698164,1.6542138511441675,1.6560303770790736,1.6042837219467725,4,3,93.0,46.77949399993123,-117.07778100000496,,84.0,2.7559056,3.0,0.9698164,1998.0
359,153.0,5.0196852000000005,4.0,1.7143963984515154,1.6560303770790736,0.05174665513230112,4,3,93.0,46.77949399993123,-117.07778100000496,,121.0,3.9698164,3.9698164,0.030183599999999977,1998.0
359,153.0,5.0196852000000005,5.0,1.7143963984515154,1.7143963984515154,1.7143963984515154,5,4,93.0,46.77949399993123,-117.07778100000496,,121.0,3.9698164,4.0,1.0,1998.0
360,10.0,0.32808400000000004,0.32808400000000004,1.4,1.4018994518031505,0.45931760000000005,1,0,95.0,46.77971682001114,-117.08807304254276,,0.0,0.0,0.0,0.32808400000000004,1998.0
361,20.0,0.6561680000000001,0.6561680000000001,1.4,1.4018994518031505,0.45931760000000005,1,0,95.0,46.77971682001114,-117.08807304254276,,10.0,0.32808400000000004,0.32808400000000004,0.32808400000000004,1998.0
362,30.0,0.984252,0.984252,1.4,1.4018994518031505,0.4593175999999999,1,0,95.0,46.77971682001114,-117.08807304254276,,20.0,0.6561680000000001,0.6561680000000001,0.32808399999999993,1998.0
363,31.0,1.0170604,1.0,1.5206154307309123,1.4018994518031505,0.023946651803150382,1,0,95.0,46.77971682001114,-117.08807304254276,,30.0,0.984252,0.984252,0.015747999999999984,1998.0
363,31.0,1.0170604,1.0170604,1.5206154307309123,1.3430992244890667,0.025942307494441787,2,1,95.0,46.77971682001114,-117.08807304254276,,30.0,0.984252,1.0,0.017060400000000087,1998.0
364,65.0,2.132546,2.0,1.3400181628602867,1.3430992244890667,1.317156916994625,2,1,95.0,46.77971682001114,-117.08807304254276,,31.0,1.0170604,1.0170604,0.9829395999999999,1998.0
364,65.0,2.132546,2.132546,1.3400181628602867,1.484609263897704,0.17761404741447964,3,2,95.0,46.77971682001114,-117.08807304254276,,31.0,1.0170604,2.0,0.13254600000000005,1998.0
365,77.0,2.5262468,2.5262468,1.4478171903119872,1.484609263897704,0.5700067860795816,3,2,95.0,46.77971682001114,-117.08807304254276,,65.0,2.132546,2.132546,0.39370079999999996,1998.0
366,94.0,3.0839896,3.0,1.555637894168615,1.484609263897704,0.7369884304036427,3,2,95.0,46.77971682001114,-117.08807304254276,,77.0,2.5262468,2.5262468,0.4737532,1998.0
366,94.0,3.0839896,3.0839896,1.555637894168615,1.5787478846512724,0.13065740447606466,4,3,95.0,46.77971682001114,-117.08807304254276,,77.0,2.5262468,3.0,0.08398960000000022,1998.0
367,121.0,3.9698164,3.9698164,1.579001945384524,1.5787478846512724,1.3987222404737474,4,3,95.0,46.77971682001114,-117.08807304254276,,94.0,3.0839896,3.0839896,0.8858267999999998,1998.0
368,141.0,4.6259844,4.0,1.6355981294961626,1.5787478846512724,0.049368239701460336,4,3,95.0,46.77971682001114,-117.08807304254276,,121.0,3.9698164,3.9698164,0.030183599999999977,1998.0
368,141.0,4.6259844,4.6259844,1.6355981294961626,1.6674050645040825,1.023858913733778,5,4,95.0,46.77971682001114,-117.08807304254276,,121.0,3.9698164,4.0,0.6259844000000001,1998.0
369,153.0,5.0196852000000005,5.0,1.7206398630706976,1.6674050645040825,0.6435461507703046,5,4,95.0,46.77971682001114,-117.08807304254276,,141.0,4.6259844,4.6259844,0.3740155999999999,1998.0
370,10.0,0.32808400000000004,0.32808400000000004,1.469597136878255,1.4678416690268707,0.48215130705556547,1,0,97.0,46.77987299993621,-117.08724500000507,,0.0,0.0,0.0,0.32808400000000004,1998.0
371,20.0,0.6561680000000001,0.6561680000000001,1.469597136878255,1.4678416690268707,0.48215130705556547,1,0,97.0,46.77987299993621,-117.08724500000507,,10.0,0.32808400000000004,0.32808400000000004,0.32808400000000004,1998.0
372,30.0,0.984252,0.984252,1.469597136878255,1.4678416690268707,0.4821513070555653,1,0,97.0,46.77987299993621,-117.08724500000507,,20.0,0.6561680000000001,0.6561680000000001,0.32808399999999993,1998.0
373,37.0,1.2139108,1.0,1.3581247053704963,1.4678416690268707,0.021387747860174555,1,0,97.0,46.77987299993621,-117.08724500000507,,30.0,0.984252,0.984252,0.015747999999999984,1998.0
373,37.0,1.2139108,1.2139108,1.3581247053704963,1.4518599790199234,0.29051754222556725,2,1,97.0,46.77987299993621,-117.08724500000507,,30.0,0.984252,1.0,0.21391080000000007,1998.0
374,52.0,1.7060368000000001,1.7060368000000001,1.4054472049330768,1.4518599790199234,0.6916571111748955,2,1,97.0,46.77987299993621,-117.08724500000507,,37.0,1.2139108,1.2139108,0.49212600000000006,1998.0
375,75.0,2.46063,2.0,1.5977691276304682,1.4518599790199234,0.46968532561946064,2,1,97.0,46.77987299993621,-117.08724500000507,,52.0,1.7060368000000001,1.7060368000000001,0.29396319999999987,1998.0
375,75.0,2.46063,2.46063,1.5977691276304682,1.6407933202159404,0.7359803932604227,3,2,97.0,46.77987299993621,-117.08724500000507,,52.0,1.7060368000000001,2.0,0.4606300000000001,1998.0
376,104.5,3.4284778,3.0,1.677536620419226,1.6407933202159404,0.9048129269555177,3,2,97.0,46.77987299993621,-117.08724500000507,,75.0,2.46063,2.46063,0.5393699999999999,1998.0
376,104.5,3.4284778,3.4284778,1.677536620419226,1.642941482551084,0.718787200536665,4,3,97.0,46.77987299993621,-117.08724500000507,,75.0,2.46063,3.0,0.4284778,1998.0
377,135.0,4.429134,4.0,1.6170050472482416,1.642941482551084,0.924154282014419,4,3,97.0,46.77987299993621,-117.08724500000507,,104.5,3.4284778,3.4284778,0.5715222,1998.0
377,135.0,4.429134,4.429134,1.6170050472482416,1.645919136235734,0.6939118439458275,5,4,97.0,46.77987299993621,-117.08724500000507,,104.5,3.4284778,4.0,0.42913400000000035,1998.0
378,153.0,5.0196852000000005,5.0,1.667654567428971,1.645919136235734,0.9520072922899063,5,4,97.0,46.77987299993621,-117.08724500000507,,135.0,4.429134,4.429134,0.5708659999999997,1998.0
379,10.0,0.32808400000000004,0.32808400000000004,1.3763240969205428,1.403752080681358,0.45154991501407943,1,0,99.0,46.77993499993081,-117.08640899999394,,0.0,0.0,0.0,0.32808400000000004,1998.0
380,20.0,0.6561680000000001,0.6561680000000001,1.3763240969205428,1.403752080681358,0.45154991501407943,1,0,99.0,46.77993499993081,-117.08640899999394,,10.0,0.32808400000000004,0.32808400000000004,0.32808400000000004,1998.0
381,30.0,0.984252,0.984252,1.4568640822064625,1.403752080681358,0.47797379554662495,1,0,99.0,46.77993499993081,-117.08640899999394,,20.0,0.6561680000000001,0.6561680000000001,0.32808399999999993,1998.0
382,33.0,1.0826772,1.0,1.4400847794370168,1.403752080681358,0.022678455106574118,1,0,99.0,46.77993499993081,-117.08640899999394,,30.0,0.984252,0.984252,0.015747999999999984,1998.0
382,33.0,1.0826772,1.0826772,1.4400847794370168,1.4053381842507955,0.11906217732647013,2,1,99.0,46.77993499993081,-117.08640899999394,,30.0,0.984252,1.0,0.0826772,1998.0
383,53.0,1.7388452,1.7388452,1.4072912545190674,1.4053381842507955,0.9234194878952676,2,1,99.0,46.77993499993081,-117.08640899999394,,33.0,1.0826772,1.0826772,0.6561680000000001,1998.0
384,78.0,2.5590552,2.0,1.3894307859899873,1.4053381842507955,0.3628565190290578,2,1,99.0,46.77993499993081,-117.08640899999394,,53.0,1.7388452,1.7388452,0.2611547999999999,1998.0
384,78.0,2.5590552,2.5590552,1.3894307859899873,1.3926398614525102,0.7767685059477895,3,2,99.0,46.77993499993081,-117.08640899999394,,53.0,1.7388452,2.0,0.5590552,1998.0
385,106.0,3.4776904,3.0,1.3967085120512153,1.3926398614525102,0.6158713555047207,3,2,99.0,46.77993499993081,-117.08640899999394,,78.0,2.5590552,2.5590552,0.4409448,1998.0
385,106.0,3.4776904,3.4776904,1.3967085120512153,1.3672527287048095,0.6671942478051501,4,3,99.0,46.77993499993081,-117.08640899999394,,78.0,2.5590552,3.0,0.4776904000000002,1998.0
386,125.0,4.10105,4.0,1.3403132565429767,1.3672527287048095,0.7000584808996593,4,3,99.0,46.77993499993081,-117.08640899999394,,106.0,3.4776904,3.4776904,0.5223095999999998,1998.0
386,125.0,4.10105,4.10105,1.3403132565429767,1.265578356915177,0.1354386545736676,5,4,99.0,46.77993499993081,-117.08640899999394,,106.0,3.4776904,4.0,0.10104999999999986,1998.0
387,141.0,4.6259844,4.6259844,1.265155583714217,1.265578356915177,0.6641236872436725,5,4,99.0,46.77993499993081,-117.08640899999394,,125.0,4.10105,4.10105,0.5249344000000002,1998.0
388,153.0,5.0196852000000005,5.0,1.2459801545653095,1.265578356915177,0.46601601509783686,5,4,99.0,46.77993499993081,-117.08640899999394,,141.0,4.6259844,4.6259844,0.3740155999999999,1998.0
389,10.0,0.32808400000000004,0.32808400000000004,1.198008815778,1.1980027762595067,0.3930475243157094,1,0,101.0,46.77980999993464,-117.08557299999924,,0.0,0.0,0.0,0.32808400000000004,1998.0
390,20.0,0.6561680000000001,0.6561680000000001,1.198008815778,1.1980027762595067,0.3930475243157094,1,0,101.0,46.77980999993464,-117.08557299999924,,10.0,0.32808400000000004,0.32808400000000004,0.32808400000000004,1998.0
391,30.0,0.984252,0.984252,1.198008815778,1.1980027762595067,0.3930475243157093,1,0,101.0,46.77980999993464,-117.08557299999924,,20.0,0.6561680000000001,0.6561680000000001,0.32808399999999993,1998.0
392,43.0,1.4107612,1.0,1.1976253055866593,1.1980027762595067,0.01886020331237869,1,0,101.0,46.77980999993464,-117.08557299999924,,30.0,0.984252,0.984252,0.015747999999999984,1998.0
392,43.0,1.4107612,1.4107612,1.1976253055866593,1.2115313562974497,0.49193800767314294,2,1,101.0,46.77980999993464,-117.08557299999924,,30.0,0.984252,1.0,0.41076120000000005,1998.0
393,71.0,2.3293964000000003,2.0,1.221225331095486,1.2115313562974497,0.7195933486243068,2,1,101.0,46.77980999993464,-117.08557299999924,,43.0,1.4107612,1.4107612,0.5892388,1998.0
393,71.0,2.3293964000000003,2.3293964000000003,1.221225331095486,1.4118658302521556,0.40226722765166145,3,2,101.0,46.77980999993464,-117.08557299999924,,43.0,1.4107612,2.0,0.32939640000000026,1998.0
394,103.0,3.3792652000000003,3.0,1.5055072812023296,1.4118658302521556,1.0095986026004942,3,2,101.0,46.77980999993464,-117.08557299999924,,71.0,2.3293964000000003,2.3293964000000003,0.6706035999999997,1998.0
394,103.0,3.3792652000000003,3.3792652000000003,1.5055072812023296,1.5523583731081212,0.5709865201066582,4,3,101.0,46.77980999993464,-117.08557299999924,,71.0,2.3293964000000003,3.0,0.3792652000000003,1998.0
395,132.0,4.3307088,4.0,1.5809841062583625,1.5523583731081212,0.9813718530014629,4,3,101.0,46.77980999993464,-117.08557299999924,,103.0,3.3792652000000003,3.3792652000000003,0.6207347999999997,1998.0
395,132.0,4.3307088,4.3307088,1.5809841062583625,1.6001354411876916,0.5228453565997756,5,4,101.0,46.77980999993464,-117.08557299999924,,103.0,3.3792652000000003,4.0,0.3307088,1998.0
396,153.0,5.0196852000000005,5.0,1.6095984596658617,1.6001354411876916,1.077290084587916,5,4,101.0,46.77980999993464,-117.08557299999924,,132.0,4.3307088,4.3307088,0.6692912,1998.0
397,10.0,0.32808400000000004,0.32808400000000004,1.263227239760755,1.263032524675522,0.41444464572966755,1,0,103.0,46.779775999927644,-117.08473700000131,,0.0,0.0,0.0,0.32808400000000004,1998.0
398,20.0,0.6561680000000001,0.6561680000000001,1.263227239760755,1.263032524675522,0.41444464572966755,1,0,103.0,46.779775999927644,-117.08473700000131,,10.0,0.32808400000000004,0.32808400000000004,0.32808400000000004,1998.0
399,30.0,0.984252,0.984252,1.2662336228669009,1.263032524675522,0.4154309919246642,1,0,103.0,46.779775999927644,-117.08473700000131,,20.0,0.6561680000000001,0.6561680000000001,0.32808399999999993,1998.0
400,59.0,1.9356956,1.0,1.1882296984710976,1.263032524675522,0.018712241291522828,1,0,103.0,46.779775999927644,-117.08473700000131,,30.0,0.984252,0.984252,0.015747999999999984,1998.0
400,59.0,1.9356956,1.9356956,1.1882296984710976,1.200017323081323,1.1118213006487327,2,1,103.0,46.779775999927644,-117.08473700000131,,30.0,0.984252,1.0,0.9356956000000001,1998.0
401,74.0,2.4278216,2.0,1.371539465924421,1.200017323081323,0.08819602243259024,2,1,103.0,46.779775999927644,-117.08473700000131,,59.0,1.9356956,1.9356956,0.06430439999999993,1998.0
401,74.0,2.4278216,2.4278216,1.371539465924421,1.5065686367014985,0.5867742087749315,3,2,103.0,46.779775999927644,-117.08473700000131,,59.0,1.9356956,2.0,0.42782160000000014,1998.0
402,84.0,2.7559056,2.7559056,1.6104278947980677,1.5065686367014985,0.5283556254369293,3,2,103.0,46.779775999927644,-117.08473700000131,,74.0,2.4278216,2.4278216,0.32808400000000004,1998.0
403,128.0,4.1994752,3.0,1.6036369637715495,1.5065686367014985,0.3914388024896378,3,2,103.0,46.779775999927644,-117.08473700000131,,84.0,2.7559056,2.7559056,0.24409439999999982,1998.0
403,128.0,4.1994752,4.0,1.6036369637715495,1.6036369637715495,1.6036369637715495,4,3,103.0,46.779775999927644,-117.08473700000131,,84.0,2.7559056,3.0,1.0,1998.0
403,128.0,4.1994752,4.1994752,1.6036369637715495,1.651740481764364,0.31988580407572287,5,4,103.0,46.779775999927644,-117.08473700000131,,84.0,2.7559056,4.0,0.19947520000000019,1998.0
404,153.0,5.0196852000000005,5.0,1.6637269422366945,1.651740481764364,1.331854677688641,5,4,103.0,46.779775999927644,-117.08473700000131,,128.0,4.1994752,4.1994752,0.8005247999999998,1998.0
405,10.0,0.32808400000000004,0.32808400000000004,1.2871191365215784,1.286800177997532,0.4222831947865456,1,0,105.0,46.77981799992982,-117.08390099999663,,0.0,0.0,0.0,0.32808400000000004,1998.0
406,20.0,0.6561680000000001,0.6561680000000001,1.2871191365215784,1.286800177997532,0.4222831947865456,1,0,105.0,46.77981799992982,-117.08390099999663,,10.0,0.32808400000000004,0.32808400000000004,0.32808400000000004,1998.0
407,30.0,0.984252,0.984252,1.2871191365215784,1.286800177997532,0.4222831947865454,1,0,105.0,46.77981799992982,-117.08390099999663,,20.0,0.6561680000000001,0.6561680000000001,0.32808399999999993,1998.0
408,43.0,1.4107612,1.0,1.266865229736822,1.286800177997532,0.01995059363789545,1,0,105.0,46.77981799992982,-117.08390099999663,,30.0,0.984252,0.984252,0.015747999999999984,1998.0
408,43.0,1.4107612,1.4107612,1.266865229736822,1.3005719249409466,0.5203790820049727,2,1,105.0,46.77981799992982,-117.08390099999663,,30.0,0.984252,1.0,0.41076120000000005,1998.0
409,59.0,1.9356956,1.9356956,1.3109748722572498,1.3005719249409466,0.6881758079834361,2,1,105.0,46.77981799992982,-117.08390099999663,,43.0,1.4107612,1.4107612,0.5249344,1998.0
410,75.0,2.46063,2.0,1.4309601668398717,1.3005719249409466,0.09201703495253774,2,1,105.0,46.77981799992982,-117.08390099999663,,59.0,1.9356956,1.9356956,0.06430439999999993,1998.0
410,75.0,2.46063,2.46063,1.4309601668398717,1.546585449772022,0.6591431816514502,3,2,105.0,46.77981799992982,-117.08390099999663,,59.0,1.9356956,2.0,0.4606300000000001,1998.0
411,90.0,2.952756,2.952756,1.6427745312545698,1.546585449772022,0.8084520589681862,3,2,105.0,46.77981799992982,-117.08390099999663,,75.0,2.46063,2.46063,0.49212599999999984,1998.0
412,133.0,4.3635172,3.0,1.6719627709843683,1.546585449772022,0.0789902091523856,3,2,105.0,46.77981799992982,-117.08390099999663,,90.0,2.952756,2.952756,0.047244000000000064,1998.0
412,133.0,4.3635172,4.0,1.6719627709843683,1.6719627709843683,1.6719627709843683,4,3,105.0,46.77981799992982,-117.08390099999663,,90.0,2.952756,3.0,1.0,1998.0
412,133.0,4.3635172,4.3635172,1.6719627709843683,1.6500960687890824,0.6077872250124795,5,4,105.0,46.77981799992982,-117.08390099999663,,90.0,2.952756,4.0,0.36351720000000043,1998.0
413,153.0,5.0196852000000005,5.0,1.6376072437096552,1.6500960687890824,1.042308843776603,5,4,105.0,46.77981799992982,-117.08390099999663,,133.0,4.3635172,4.3635172,0.6364827999999996,1998.0
414,10.0,0.32808400000000004,0.32808400000000004,1.4350697814836184,1.4362991220323402,0.47082343418827155,1,0,107.0,46.77980199992818,-117.08306500000162,,0.0,0.0,0.0,0.32808400000000004,1998.0
415,20.0,0.6561680000000001,0.6561680000000001,1.4350697814836184,1.4362991220323402,0.47082343418827155,1,0,107.0,46.77980199992818,-117.08306500000162,,10.0,0.32808400000000004,0.32808400000000004,0.32808400000000004,1998.0
416,30.0,0.984252,0.984252,1.4350697814836184,1.4362991220323402,0.4708234341882714,1,0,107.0,46.77980199992818,-117.08306500000162,,20.0,0.6561680000000001,0.6561680000000001,0.32808399999999993,1998.0
417,51.5,1.6896326000000002,1.0,1.5131330624540107,1.4362991220323402,0.023828819467525738,1,0,107.0,46.77980199992818,-117.08306500000162,,30.0,0.984252,0.984252,0.015747999999999984,1998.0
417,51.5,1.6896326000000002,1.6896326000000002,1.5131330624540107,1.556142799354725,1.043505888006122,2,1,107.0,46.77980199992818,-117.08306500000162,,30.0,0.984252,1.0,0.6896326000000002,1998.0
418,65.0,2.132546,2.0,1.6517099133111377,1.556142799354725,0.5126369113486029,2,1,107.0,46.77980199992818,-117.08306500000162,,51.5,1.6896326000000002,1.6896326000000002,0.31036739999999985,1998.0
418,65.0,2.132546,2.132546,1.6517099133111377,1.6028785113947905,0.21892754216973814,3,2,107.0,46.77980199992818,-117.08306500000162,,51.5,1.6896326000000002,2.0,0.13254600000000005,1998.0
419,75.0,2.46063,2.46063,1.6,1.6028785113947905,0.5249344000000001,3,2,107.0,46.77980199992818,-117.08306500000162,,65.0,2.132546,2.132546,0.32808400000000004,1998.0
420,108.5,3.5597114000000003,3.0,1.592629492231775,1.6028785113947905,0.8590165692250523,3,2,107.0,46.77980199992818,-117.08306500000162,,75.0,2.46063,2.46063,0.5393699999999999,1998.0
420,108.5,3.5597114000000003,3.5597114000000003,1.592629492231775,1.6246565285239418,0.8914128827783364,4,3,107.0,46.77980199992818,-117.08306500000162,,75.0,2.46063,3.0,0.5597114000000003,1998.0
421,135.0,4.429134,4.0,1.6653704995896006,1.6246565285239418,0.7332436457456053,4,3,107.0,46.77980199992818,-117.08306500000162,,108.5,3.5597114000000003,3.5597114000000003,0.4402885999999997,1998.0
421,135.0,4.429134,4.429134,1.6653704995896006,1.671037040432609,0.7146671039708843,5,4,107.0,46.77980199992818,-117.08306500000162,,108.5,3.5597114000000003,4.0,0.42913400000000035,1998.0
422,153.0,5.0196852000000005,5.0,1.6752967184273106,1.671037040432609,0.9563699364617245,5,4,107.0,46.77980199992818,-117.08306500000162,,135.0,4.429134,4.429134,0.5708659999999997,1998.0
423,10.0,0.32808400000000004,0.32808400000000004,1.1652462766259186,1.1658814388101015,0.3822986594205379,1,0,109.0,46.77987976506426,-117.08219347622592,,0.0,0.0,0.0,0.32808400000000004,1998.0
424,20.0,0.6561680000000001,0.6561680000000001,1.1652462766259186,1.1658814388101015,0.3822986594205379,1,0,109.0,46.77987976506426,-117.08219347622592,,10.0,0.32808400000000004,0.32808400000000004,0.32808400000000004,1998.0
425,30.0,0.984252,0.984252,1.1652462766259186,1.1658814388101015,0.3822986594205378,1,0,109.0,46.77987976506426,-117.08219347622592,,20.0,0.6561680000000001,0.6561680000000001,0.32808399999999993,1998.0
