,BottomDepth,BottomDepthFt,BottomDepthWeighted,BulkDensity,BulkDensityPerIncrement,BulkDensityWeighted,DepthIncrementBottom,DepthIncrementTop,ID2,Latitude,Longitude,Notes,TopDepth,TopDepthFt,TopDepthWeighted,Weight,Year
60,48.0,1.5748032,1.5748032,1.5299829355550683,1.5390172430942117,0.8794390873024471,2,1,19.0,46.778826619173316,-117.08846626321173,,30.0,0.984252,1.0,0.5748032000000001,1998.0
61,64.0,2.0997376,2.0,1.5512302909894071,1.5390172430942117,0.6595781557917646,2,1,19.0,46.778826619173316,-117.08846626321173,,48.0,1.5748032,1.5748032,0.42519679999999993,1998.0
61,64.0,2.0997376,2.0997376,1.5512302909894071,1.6203084553282192,0.15471598627058525,3,2,19.0,46.778826619173316,-117.08846626321173,,48.0,1.5748032,2.0,0.09973760000000009,1998.0
62,82.0,2.6902888000000003,2.6902888000000003,1.6079530850053791,1.6203084553282192,0.9495786238936289,3,2,19.0,46.778826619173316,-117.08846626321173,,64.0,2.0997376,2.0997376,0.5905512000000002,1998.0
63,110.0,3.608924,3.0,1.6661129631863665,1.6203084553282192,0.516013845164005,3,2,19.0,46.778826619173316,-117.08846626321173,,82.0,2.6902888000000003,2.6902888000000003,0.30971119999999974,1998.0
63,110.0,3.608924,3.608924,1.6661129631863665,1.6416269791818179,1.014536169995295,4,3,19.0,46.778826619173316,-117.08846626321173,,82.0,2.6902888000000003,3.0,0.608924,1998.0
64,127.0,4.1666668,4.0,1.6035011332490945,1.6416269791818179,0.6270908091865228,4,3,19.0,46.778826619173316,-117.08846626321173,,110.0,3.608924,3.608924,0.391076,1998.0
64,127.0,4.1666668,4.1666668,1.6035011332490945,1.6312658415783965,0.26725040267499983,5,4,19.0,46.778826619173316,-117.08846626321173,,110.0,3.608924,4.0,0.16666679999999978,1998.0
65,153.0,5.0196852000000005,5.0,1.6368187885750818,1.6312658415783965,1.3640154389033967,5,4,19.0,46.778826619173316,-117.08846626321173,,127.0,4.1666668,4.1666668,0.8333332000000002,1998.0
66,10.0,0.32808400000000004,0.32808400000000004,1.332339542634802,1.3318436615714033,0.4371192865057964,1,0,21.0,46.778841999931366,-117.08764599999685,,0.0,0.0,0.0,0.32808400000000004,1998.0
67,20.0,0.6561680000000001,0.6561680000000001,1.332339542634802,1.3318436615714033,0.4371192865057964,1,0,21.0,46.778841999931366,-117.08764599999685,,10.0,0.32808400000000004,0.32808400000000004,0.32808400000000004,1998.0
68,30.0,0.984252,0.984252,1.332339542634802,1.3318436615714033,0.4371192865057963,1,0,21.0,46.778841999931366,-117.08764599999685,,20.0,0.6561680000000001,0.6561680000000001,0.32808399999999993,1998.0
69,49.0,1.6076116,1.0,1.3008510321319724,1.3318436615714033,0.02048580205401428,1,0,21.0,46.778841999931366,-117.08764599999685,,30.0,0.984252,0.984252,0.015747999999999984,1998.0
69,49.0,1.6076116,1.6076116,1.3008510321319724,1.2820115637654226,0.7904121769953592,2,1,21.0,46.778841999931366,-117.08764599999685,,30.0,0.984252,1.0,0.6076116,1998.0
70,69.0,2.2637796,2.0,1.252838735217615,1.2820115637654226,0.49159938677006354,2,1,21.0,46.778841999931366,-117.08764599999685,,49.0,1.6076116,1.6076116,0.39238839999999997,1998.0
70,69.0,2.2637796,2.2637796,1.252838735217615,1.2661046489054082,0.33047330044020823,3,2,21.0,46.778841999931366,-117.08764599999685,,49.0,1.6076116,2.0,0.2637795999999999,1998.0
71,114.0,3.7401576000000003,3.0,1.2708576785772303,1.2661046489054082,0.9356313484652,3,2,21.0,46.778841999931366,-117.08764599999685,,69.0,2.2637796,2.2637796,0.7362204000000001,1998.0
71,114.0,3.7401576000000003,3.7401576000000003,1.2708576785772303,1.3132812939193732,0.9406349693172946,4,3,21.0,46.778841999931366,-117.08764599999685,,69.0,2.2637796,3.0,0.7401576000000003,1998.0
72,153.0,5.0196852000000005,4.0,1.4341243946410558,1.3132812939193732,0.37264632460207864,4,3,21.0,46.778841999931366,-117.08764599999685,,114.0,3.7401576000000003,3.7401576000000003,0.2598423999999997,1998.0
72,153.0,5.0196852000000005,5.0,1.4341243946410558,1.4341243946410558,1.4341243946410558,5,4,21.0,46.778841999931366,-117.08764599999685,,114.0,3.7401576000000003,4.0,1.0,1998.0
73,10.0,0.32808400000000004,0.32808400000000004,1.4308403408442805,1.4303801223454298,0.469435822385555,1,0,23.0,46.77900277872107,-117.08683096836631,,0.0,0.0,0.0,0.32808400000000004,1998.0
74,20.0,0.6561680000000001,0.6561680000000001,1.4308403408442805,1.4303801223454298,0.469435822385555,1,0,23.0,46.77900277872107,-117.08683096836631,,10.0,0.32808400000000004,0.32808400000000004,0.32808400000000004,1998.0
75,30.0,0.984252,0.984252,1.4308403408442805,1.4303801223454298,0.4694358223855548,1,0,23.0,46.77900277872107,-117.08683096836631,,20.0,0.6561680000000001,0.6561680000000001,0.32808399999999993,1998.0
76,37.0,1.2139108,1.0,1.4016164077194064,1.4303801223454298,0.02207265518876519,1,0,23.0,46.77900277872107,-117.08683096836631,,30.0,0.984252,0.984252,0.015747999999999984,1998.0
76,37.0,1.2139108,1.2139108,1.4016164077194064,1.4913785623705325,0.2998208870683845,2,1,23.0,46.77900277872107,-117.08683096836631,,30.0,0.984252,1.0,0.21391080000000007,1998.0
77,59.0,1.9356956,1.9356956,1.5152266338611688,1.4913785623705325,1.093667552876157,2,1,23.0,46.77900277872107,-117.08683096836631,,37.0,1.2139108,1.2139108,0.7217848,1998.0
78,79.0,2.5918636,2.0,1.5222927579759855,1.4913785623705325,0.09789012242599085,2,1,23.0,46.77900277872107,-117.08683096836631,,59.0,1.9356956,1.9356956,0.06430439999999993,1998.0
78,79.0,2.5918636,2.5918636,1.5222927579759855,1.5516716767409968,0.9009896719895955,3,2,23.0,46.77900277872107,-117.08683096836631,,59.0,1.9356956,2.0,0.5918635999999999,1998.0
79,122.0,4.0026248,3.0,1.5942758468771745,1.5516716767409968,0.6506820047514014,3,2,23.0,46.77900277872107,-117.08683096836631,,79.0,2.5918636,2.5918636,0.40813640000000007,1998.0
79,122.0,4.0026248,4.0,1.5942758468771745,1.5942758468771745,1.5942758468771745,4,3,23.0,46.77900277872107,-117.08683096836631,,79.0,2.5918636,3.0,1.0,1998.0
79,122.0,4.0026248,4.0026248,1.5942758468771745,1.6361331771708159,0.004184655242883888,5,4,23.0,46.77900277872107,-117.08683096836631,,79.0,2.5918636,4.0,0.002624800000000427,1998.0
80,153.0,5.0196852000000005,5.0,1.6362433334295183,1.6361331771708159,1.631948521927932,5,4,23.0,46.77900277872107,-117.08683096836631,,122.0,4.0026248,4.0026248,0.9973751999999996,1998.0
81,10.0,0.32808400000000004,0.32808400000000004,1.340012025890818,1.3399500926912697,0.43963650550236316,1,0,25.0,46.779046999935034,-117.08597400000059,,0.0,0.0,0.0,0.32808400000000004,1998.0
82,20.0,0.6561680000000001,0.6561680000000001,1.340012025890818,1.3399500926912697,0.43963650550236316,1,0,25.0,46.779046999935034,-117.08597400000059,,10.0,0.32808400000000004,0.32808400000000004,0.32808400000000004,1998.0
83,30.0,0.984252,0.984252,1.340012025890818,1.3399500926912697,0.439636505502363,1,0,25.0,46.779046999935034,-117.08597400000059,,20.0,0.6561680000000001,0.6561680000000001,0.32808399999999993,1998.0
84,33.0,1.0826772,1.0,1.3360792598539786,1.3399500926912697,0.021040576184180433,1,0,25.0,46.779046999935034,-117.08597400000059,,30.0,0.984252,0.984252,0.015747999999999984,1998.0
84,33.0,1.0826772,1.0826772,1.3360792598539786,1.4298589402588604,0.11046329218279936,2,1,25.0,46.779046999935034,-117.08597400000059,,30.0,0.984252,1.0,0.0826772,1998.0
85,58.0,1.9028872000000001,1.9028872000000001,1.4216363832504166,1.4298589402588604,1.1660403779058244,2,1,25.0,46.779046999935034,-117.08597400000059,,33.0,1.0826772,1.0826772,0.8202100000000001,1998.0
86,88.0,2.8871392,2.0,1.5791457992173727,1.4298589402588604,0.1533552701702367,2,1,25.0,46.779046999935034,-117.08597400000059,,58.0,1.9028872000000001,1.9028872000000001,0.09711279999999989,1998.0
86,88.0,2.8871392,2.8871392,1.5791457992173727,1.5797680523761921,1.4009221410010606,3,2,25.0,46.779046999935034,-117.08597400000059,,58.0,1.9028872000000001,2.0,0.8871392,1998.0
87,106.0,3.4776904,3.0,1.5846592561379285,1.5797680523761921,0.17884591137513148,3,2,25.0,46.779046999935034,-117.08597400000059,,88.0,2.8871392,2.8871392,0.11286079999999998,1998.0
